signal_id,symbol,es,at,residual,regime,final_state,mt5_ticket,timestamp_generated,timestamp_triggered,timestamp_submitted,timestamp_opened,timestamp_closed,pnl_points,pnl_money
SIG_20260616_095723_USDJPY,USDJPY,0.8988095238095238,0.9365079365079365,1.4902787624528126e-05,DYNAMIC,TRIGGERED,,2026-06-16T09:57:23.613698,2026-06-16T09:57:23.619435,,,,0.0,0.0
SIG_20260616_095723_GBPJPY,GBPJPY,0.6349206349206349,0.40674603174603174,1.8672416401217313e-05,DYNAMIC,GENERATED,,2026-06-16T09:57:23.645741,,,,,0.0,0.0
SIG_20260616_095723_XAUUSD,XAUUSD,0.8908730158730159,0.22817460317460317,0.0006378973305352928,DYNAMIC,TRIGGERED,,2026-06-16T09:57:23.675773,2026-06-16T09:57:23.678566,,,,0.0,0.0
SIG_20260616_095723_EURUSD,EURUSD,0.6507936507936508,0.9246031746031746,2.5016510334654465e-05,DYNAMIC,GENERATED,,2026-06-16T09:57:23.703780,,,,,0.0,0.0
SIG_20260616_095824_EURJPY,EURJPY,0.19047619047619047,0.041666666666666664,9.656637839266407e-06,DYNAMIC,GENERATED,,2026-06-16T09:58:24.720630,,,,,0.0,0.0
SIG_20260616_095824_USDJPY,USDJPY,0.8988095238095238,0.9365079365079365,1.4893175581197078e-05,DYNAMIC,TRIGGERED,,2026-06-16T09:58:24.747495,2026-06-16T09:58:24.757255,,,,0.0,0.0
SIG_20260616_095824_GBPJPY,GBPJPY,0.6329365079365079,0.40674603174603174,1.8663913980566043e-05,DYNAMIC,GENERATED,,2026-06-16T09:58:24.780346,,,,,0.0,0.0
SIG_20260616_095824_XAUUSD,XAUUSD,0.8908730158730159,0.22817460317460317,0.0006382770822356424,DYNAMIC,TRIGGERED,,2026-06-16T09:58:24.807292,2026-06-16T09:58:24.811903,,,,0.0,0.0
SIG_20260616_095824_EURUSD,EURUSD,0.6468253968253969,0.9246031746031746,2.4844669603537326e-05,DYNAMIC,GENERATED,,2026-06-16T09:58:24.839721,,,,,0.0,0.0
SIG_20260616_104952_EURJPY,EURJPY,0.2003968253968254,0.041666666666666664,9.750844146991748e-06,DYNAMIC,GENERATED,,2026-06-16T10:49:52.959627,,,,,0.0,0.0
SIG_20260616_104952_USDJPY,USDJPY,0.8531746031746031,0.9285714285714286,1.4268675836528891e-05,DYNAMIC,TRIGGERED,,2026-06-16T10:49:52.972966,2026-06-16T10:49:52.976252,,,,0.0,0.0
SIG_20260616_104952_GBPJPY,GBPJPY,0.6349206349206349,0.40674603174603174,1.8694173622004314e-05,DYNAMIC,GENERATED,,2026-06-16T10:49:52.986246,,,,,0.0,0.0
SIG_20260616_104952_XAUUSD,XAUUSD,0.8908730158730159,0.2222222222222222,0.0006385369712528016,DYNAMIC,TRIGGERED,,2026-06-16T10:49:52.996903,2026-06-16T10:49:52.999088,,,,0.0,0.0
SIG_20260616_104953_EURUSD,EURUSD,0.6329365079365079,0.9186507936507936,2.4478636731988023e-05,DYNAMIC,GENERATED,,2026-06-16T10:49:53.010823,,,,,0.0,0.0
SIG_20260616_105053_EURJPY,EURJPY,0.20238095238095238,0.037698412698412696,9.774256109696349e-06,DYNAMIC,GENERATED,,2026-06-16T10:50:53.561133,,,,,0.0,0.0
SIG_20260616_105053_USDJPY,USDJPY,0.8531746031746031,0.9285714285714286,1.4295497863182482e-05,DYNAMIC,TRIGGERED,,2026-06-16T10:50:53.590333,2026-06-16T10:50:53.597335,,,,0.0,0.0
SIG_20260616_105053_GBPJPY,GBPJPY,0.6369047619047619,0.18055555555555555,1.870395823018681e-05,DYNAMIC,GENERATED,,2026-06-16T10:50:53.625334,,,,,0.0,0.0
SIG_20260616_105053_XAUUSD,XAUUSD,0.8273809523809523,0.10119047619047619,0.0006084666323452476,DYNAMIC,POSITION_CLOSED,57098325861,2026-06-16T10:50:53.651126,2026-06-16T10:50:53.657128,2026-06-16T10:50:53.662128,2026-06-16T10:50:53.921489,2026-06-16T11:04:04.427059,-50000.0,-30.0
SIG_20260616_105053_EURUSD,EURUSD,0.6329365079365079,0.9186507936507936,2.449654095715043e-05,DYNAMIC,GENERATED,,2026-06-16T10:50:53.946425,,,,,0.0,0.0
SIG_20260616_105154_EURJPY,EURJPY,0.20238095238095238,0.037698412698412696,9.771816648910928e-06,DYNAMIC,GENERATED,,2026-06-16T10:51:54.549517,,,,,0.0,0.0
SIG_20260616_105154_USDJPY,USDJPY,0.8531746031746031,0.9285714285714286,1.427369792568494e-05,DYNAMIC,TRIGGERED,,2026-06-16T10:51:54.572047,2026-06-16T10:51:54.578041,,,,0.0,0.0
SIG_20260616_105154_GBPJPY,GBPJPY,0.6349206349206349,0.18055555555555555,1.8691725915807758e-05,DYNAMIC,GENERATED,,2026-06-16T10:51:54.604965,,,,,0.0,0.0
SIG_20260616_105154_XAUUSD,XAUUSD,0.8273809523809523,0.10119047619047619,0.0006084769770731083,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T10:51:54.621644,2026-06-16T10:51:54.628195,,,,0.0,0.0
